/m/08966;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/05lf_;1;1
/m/01hww_;/music/performance_role/regular_performances./music/group_membership/group;/m/01q99h;21;126
/m/09v3jyg;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0f8l9c;15;4
/m/02jx1;/location/location/contains;/m/013t85;1;2098
/m/02jx1;/location/location/contains;/m/0m0bj;1;488
/m/02bfmn;/film/actor/film./film/performance/film;/m/04ghz4m;689;1224
/m/05zrvfd;/award/award_category/nominees./award/award_nomination/nominated_for;/m/04y9mm8;76;1092
/m/060bp;/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office;/m/04j53;1;26
/m/07l450;/film/film/genre;/m/082gq;328;6
/m/07h1h5;/sports/pro_athlete/teams./sports/sports_team_roster/team;/m/029q3k;36;55
/m/0djb3vw;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0jgd;8;1
/m/031y2;/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer;/m/0dxmyh;1119;2579
/m/01d8l;/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal;/m/02lq67;221;2
/m/0ydpd;/location/location/time_zones;/m/02hcv8;13;1
/m/0738b8;/people/person/places_lived./people/place_lived/location;/m/02xry;1315;46
/m/070xg;/sports/sports_team/colors;/m/01g5v;354;4
/m/0mwk9;/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency;/m/09nqf;1643;1
/m/09306z;/award/award_ceremony/awards_presented./award/award_honor/honored_for;/m/0sxkh;46;543
/m/0kbws;/olympics/olympic_games/participating_countries;/m/027jk;1;40
/m/0kbws;/olympics/olympic_games/participating_countries;/m/04vjh;1;50
/m/017j69;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/01mkq;1;1
/m/07z1m;/location/statistical_region/religions./location/religion_percentage/religion;/m/0631_;3;1
/m/03gqgt3;/military/military_conflict/combatants./military/military_combatant_group/combatants;/m/0d060g;3;200
/m/01c9f2;/award/award_category/winners./award/award_honor/ceremony;/m/01bx35;1;2
/m/01c9f2;/award/award_category/winners./award/award_honor/ceremony;/m/01s695;1;2
/m/01lp8;/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy;/m/04n6k;82;1
/m/01xwqn;/influence/influence_node/influenced_by;/m/0121rx;1204;1697
/m/065ym0c;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/07ssc;418;23
/m/06kxk2;/people/person/place_of_birth;/m/01_d4;2145;4
/m/08q1tg;/people/cause_of_death/people;/m/0lcx;352;6329
/m/037fqp;/education/educational_institution/school_type;/m/04399;373;9
/m/0xxc;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/01lj9;556;9
/m/01l_pn;/film/film/prequel;/m/01y9jr;2;2
/m/09sdmz;/award/award_category/nominees./award/award_nomination/nominated_for;/m/09gq0x5;5;6
/m/09sdmz;/award/award_category/nominees./award/award_nomination/nominated_for;/m/011yn5;2;14
/m/02ghq;/people/person/profession;/m/01d_h8;1426;10
/m/016tt2;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/0dtfn;2;21
/m/016tt2;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/04zl8;6;354
/m/016tt2;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/01gb54;9;38
/m/07jrjb;/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type;/m/0ckd1;35;1
/m/09v71cj;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/015fr;1;1
/m/01k5y0;/film/film/edited_by;/m/0dky9n;51;590
/m/06x76;/sports/sports_team/sport;/m/0jm_;1;1
/m/0x67;/people/ethnicity/people;/m/0411q;3;656
/m/0x67;/people/ethnicity/people;/m/030wkp;7;2057
/m/0gmgwnv;/film/film/estimated_budget./measurement_unit/dated_money_value/currency;/m/09nqf;15;1
/m/01wkmgb;/people/person/profession;/m/09jwl;35;1
/m/0154j;/organization/organization_member/member_of./organization/organization_membership/organization;/m/04k4l;2;1
/m/02j4sk;/people/deceased_person/place_of_death;/m/027l4q;740;73
/m/017jv5;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/0d1qmz;1;22
/m/02x2gy0;/award/award_category/nominees./award/award_nomination/nominated_for;/m/04jplwp;4;2
/m/053rxgm;/film/film/executive_produced_by;/m/0g_rs_;1;203
/m/011k11;/music/record_label/artist;/m/03h_yfh;10;338
/m/014zfs;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0bdw6t;1726;31
/m/05typm;/film/actor/film./film/performance/film;/m/0k2cb;866;464
/m/0cwy47;/film/film/featured_film_locations;/m/06c62;468;18
/m/019vhk;/film/film/film_festivals;/m/09rwjly;709;5
/m/06sy4c;/people/person/gender;/m/05zppz;394;1
/m/0dr1c2;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/04f62k;23;38
/m/07b_l;/location/location/contains;/m/013m43;2;31
/m/0mm1q;/people/person/profession;/m/01d_h8;4;1
/m/0prjs;/film/director/film;/m/062zjtt;325;1839
/m/01v40wd;/award/award_nominee/award_nominations./award/award_nomination/award;/m/01c9dd;19;2
/m/0kvgnq;/award/award_winning_work/awards_won./award/award_honor/award_winner;/m/05dppk;44;499
/m/01ckbq;/award/award_category/winners./award/award_honor/ceremony;/m/013b2h;5;9
/m/0f_nbyh;/award/award_category/nominees./award/award_nomination/nominated_for;/m/07yk1xz;25;266
/m/0418wg;/film/film/language;/m/02bjrlw;79;2
/m/02kth6;/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency;/m/03z19;75;1
/m/026c1;/film/actor/film./film/performance/film;/m/03s6l2;32;167
/m/03j90;/people/person/profession;/m/05z96;289;6
/m/0p9sw;/award/award_category/nominees./award/award_nomination/nominated_for;/m/02zk08;8;36
/m/01hydr;/music/genre/parent_genre;/m/0kz10;40;43
/m/01gtc0;/government/legislative_session/members./government/government_position_held/district_represented;/m/0vbk;14;6
/m/0h63gl9;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/07ssc;252;29
/m/033cnk;/food/food/nutrients./food/nutrition_fact/nutrient;/m/0f4hc;1;1
/m/033cnk;/food/food/nutrients./food/nutrition_fact/nutrient;/m/02y_3rf;3;1
/m/084m3;/film/actor/film./film/performance/film;/m/034qrh;412;198
/m/014mlp;/education/educational_degree/people_with_this_degree./education/education/institution;/m/01x5fb;1;163
/m/0b7l4x;/film/film/production_companies;/m/03sb38;1;5
/m/016yvw;/people/person/spouse_s./people/marriage/type_of_union;/m/01g63y;53;1
/m/06ltr;/film/actor/film./film/performance/film;/m/016ywb;137;273
/m/01dq5z;/education/educational_institution/students_graduates./education/education/student;/m/03q95r;315;1001
/m/02vwckw;/people/person/profession;/m/0n1h;149;4
/m/049t4g;/award/award_nominee/award_nominations./award/award_nomination/award;/m/09sb52;854;7
/m/08k881;/film/actor/film./film/performance/film;/m/01qncf;829;704
/m/01w58n3;/people/person/profession;/m/016z4k;34;1
/m/0h_cssd;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/0h0wc;75;25
/m/06by7;/music/genre/artists;/m/0153nq;1;368
/m/01wxdn3;/people/person/nationality;/m/07ssc;944;3
/m/01wxdn3;/music/artist/track_contributions./music/track_contribution/role;/m/011_6p;136;82
/m/03g5jw;/influence/influence_node/influenced_by;/m/014_lq;1;202
